name,datetime,tempmax,tempmin,temp,precip,precipprob,precipcover,preciptype,snow,snowdepth,description,stations,source
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-05-25,27,14.9,21.2,0,0,0,rain,0,0,Partly cloudy throughout the day.,"76675399999,76679399999,MMCB,remote,MMTO,MMMX",obs
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-05-26,27.1,12.1,20.4,1.4,100,12.5,rain,0,0,Partly cloudy throughout the day with rain.,"76675399999,76679399999,MMCB,remote,MMSM,MMTO,MMMX",obs
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-05-27,27.1,12.1,20,0.5,100,4.17,rain,0,0,Partly cloudy throughout the day with late afternoon rain.,"76726099999,76675399999,76679399999,MMCB,remote,MMSM,MMTO",obs
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-05-28,28,8.1,18,4.7,100,20.83,rain,0,0,Partly cloudy throughout the day with rain.,"76726099999,76675399999,76679399999,MMCB,remote,MMSM,MMMX,MMTO",obs
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-05-29,30.1,9.1,17.7,1.5,100,4.17,rain,0,0,Partly cloudy throughout the day with afternoon rain.,"76726099999,76675399999,76679399999,MMCB,remote,MMSM,MMTO,MMMX",obs
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-05-30,30.1,9.1,19.4,0,0,0,rain,0,0,Becoming cloudy in the afternoon.,"76726099999,76675399999,76679399999,MMCB,remote,MMSM,MMMX,MMTO",obs
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-05-31,27,12.1,20.9,0,0,0,,0,0,Partly cloudy throughout the day.,"76726099999,76675399999,76679399999,76680099999,MMCB,76675099999,MMMX,MMTO",obs
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-06-01,30,11.1,21.5,0.4,100,4.17,rain,0,0,Partly cloudy throughout the day with late afternoon rain.,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMTO,MMMX,76675099999",obs
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-06-02,30,10.1,23.1,4.169,100,4.17,rain,0,0,Partly cloudy throughout the day with late afternoon rain.,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,76675099999,MMTO,MMMX",obs
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-06-03,30.1,12.1,23.1,0,0,0,,0,0,Becoming cloudy in the afternoon.,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMTO,MMMX",obs
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-06-04,29.8,13.1,23.4,0,0,0,,0,0,Becoming cloudy in the afternoon.,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,MMMX",obs
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-06-05,28.9,8.1,20.1,0,0,0,,0,0,Partly cloudy throughout the day.,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,76675099999,MMMX",obs
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-06-06,27,14,20.3,4.438,100,12.5,rain,0,0,Partly cloudy throughout the day with late afternoon rain.,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,MMTO,76675099999,MMMX",obs
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-06-07,25.8,9.7,18.7,9.2,100,20.83,rain,0,0,Becoming cloudy in the afternoon with rain.,"76726099999,76675399999,76679399999,76680099999,remote,MMSM,MMMX,76675099999",obs
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-06-08,28.1,10.1,20.8,0.9,100,4.17,rain,0,0,Partly cloudy throughout the day with morning rain.,"76726099999,76675399999,76679399999,MMCB,76680099999,remote,MMSM,MMTO,MMMX,76675099999",obs
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-06-09,31.9,10.1,23,0,0,0,,0,0,Clear conditions throughout the day.,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,76675099999,MMTO,MMMX",obs
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-06-10,30,14,23.1,0.103,100,8.33,rain,0,0,Partly cloudy throughout the day with late afternoon rain.,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,MMMX,76675099999,MMTO",obs
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-06-11,31.1,12.1,22,18.4,100,12.5,rain,0,0,Becoming cloudy in the afternoon with late afternoon rain.,"76726099999,76675399999,76679399999,76680099999,remote,76675099999,MMMX,MMTO",obs
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-06-12,30.9,10,23.3,0,0,0,,0,0,Clear conditions throughout the day.,"76726099999,76675399999,76679399999,76680099999,MMCB,MMSM,MMTO,76675099999,MMMX",obs
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-06-13,31.9,9,22.8,0,0,0,,0,0,Clear conditions throughout the day.,"76726099999,76675399999,76679399999,76680099999,MMSM,MMTO,MMMX,76675099999",obs
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-06-14,32.6,17.1,25,0,0,0,,0,0,Clear conditions throughout the day.,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,76675099999,MMMX",obs
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-06-15,32.3,11.1,23.3,0,0,0,,0,0,Clear conditions throughout the day.,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,76675099999,MMMX",obs
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-06-16,31.8,16,24.6,0.009,100,4.17,rain,0,0,Partly cloudy throughout the day with late afternoon rain.,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,MMMX,76675099999,MMTO",obs
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-06-17,30.2,11.9,23.6,0,0,0,,0,0,Partly cloudy throughout the day.,"76726099999,76675399999,76679399999,76680099999,MMCB,MMSM,76675099999,MMMX",obs
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-06-18,31.9,9,24.2,0,0,0,rain,0,0,Clear conditions throughout the day.,"76726099999,76675399999,76679399999,76680099999,MMTO,MMMX,76675099999",obs
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-06-19,31.9,9.1,23.6,0,0,0,,0,0,Clear conditions throughout the day.,"76726099999,76675399999,76679399999,MMCB,76680099999,remote,MMMX,76675099999,MMTO",obs
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-06-20,31.9,9,23.2,0,0,0,,0,0,Partly cloudy throughout the day.,"76726099999,76675399999,76679399999,76680099999,MMCB,MMSM,MMTO,76675099999,MMMX",obs
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-06-21,30.7,12.1,23.3,0,0,0,,0,0,Becoming cloudy in the afternoon.,"76726099999,76675399999,76679399999,MMCB,76680099999,remote,MMSM,MMMX,76675099999,MMTO",obs
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-06-22,30.8,14.1,23.2,0,0,0,,0,0,Clear conditions throughout the day.,"76726099999,76675399999,76679399999,76680099999,MMSM,76675099999,MMTO,MMMX",obs
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-06-23,28.5,10.1,22.1,0,0,0,,0,0,Clear conditions throughout the day.,"76726099999,76675399999,76679399999,MMCB,76680099999,remote,MMSM,76675099999,MMMX",obs
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-06-24,28.8,15.9,21.6,0,0,0,,0,0,Partly cloudy throughout the day.,"76726099999,76675399999,76679399999,76680099999,MMSM,76675099999,MMTO,MMMX",obs
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-06-25,26.8,14.8,20.3,0,0,0,rain,0,0,Partly cloudy throughout the day.,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,76675099999,MMTO,MMMX",obs
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-06-26,23.9,16,18.2,2.862,100,12.5,rain,0,0,Partly cloudy throughout the day with rain.,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,76675099999,MMTO,MMMX",obs
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-06-27,26.9,9.4,18.5,0.223,100,4.17,rain,0,0,Partly cloudy throughout the day with late afternoon rain.,"76726099999,76675399999,76679399999,76680099999,remote,MMSM,76675099999,MMTO,MMMX",obs
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-06-28,24.8,10.1,19.1,10.001,100,29.17,rain,0,0,Partly cloudy throughout the day with a chance of rain throughout the day.,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,76675099999,MMTO,MMMX",obs
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-06-29,31,14.1,18.9,1,100,8.33,rain,0,0,Cloudy skies throughout the day with rain.,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,MMMX,76675099999",obs
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-06-30,31.1,17,20.5,0.1,100,4.17,rain,0,0,Partly cloudy throughout the day with afternoon rain.,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,76675099999,MMMX,MMTO",obs
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-07-01,26.2,13.1,19.8,0.183,100,20.83,rain,0,0,Partly cloudy throughout the day with rain.,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,MMMX,76675099999,MMTO",obs
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-07-02,27.2,12.1,19.7,8.104,100,16.67,rain,0,0,Partly cloudy throughout the day with rain.,"76726099999,76675399999,76679399999,76680099999,remote,MMTO,76675099999,MMMX",obs
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-07-03,28.9,12.1,19.5,1.009,100,8.33,rain,0,0,Partly cloudy throughout the day with late afternoon rain.,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMMX,76675099999,MMTO",obs
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-07-04,26.4,13,19.8,9.4,100,12.5,rain,0,0,Partly cloudy throughout the day with rain.,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,76675099999,MMTO,MMMX",obs
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-07-05,26.4,12.7,19.6,17.2,100,12.5,rain,0,0,Cloudy skies throughout the day with late afternoon rain.,"76726099999,76675399999,76679399999,76680099999,remote,MMSM,MMMX,MMTO,76675099999",obs
"Autódromo Hermanos Rodríguez, Granjas México, 08400 Iztacalco, CDMX, México",2023-07-06,25.6,13,19.2,3.004,100,8.33,rain,0,0,Cloudy skies throughout the day with late afternoon rain.,"76726099999,76675399999,76679399999,76680099999,MMCB,remote,MMSM,76675099999,MMTO,MMMX",obs
